user addSales purchaseByEMONT airDrop purchase session_count
user1316 0.0 0.0 1.0 0.0 1
user1317 0.0 0.0 1.0 0.0 1
user1318 0.0 0.0 1.0 0.0 1
user1319 0.0 0.0 1.0 0.0 1
user1320 0.0 0.0 1.0 0.0 1
user1321 0.0 0.0 1.0 0.0 1
user1322 0.0 0.0 1.0 0.0 1
user1323 0.0 0.0 1.0 0.0 1
user1324 0.0 0.0 1.0 0.0 1
user1325 0.0 0.0 1.0 0.0 1
user1326 0.0 0.0 1.0 0.0 1
user1327 0.0 0.0 1.0 0.0 1
user1328 0.0 0.0 1.0 0.0 1
user1329 0.0 0.0 1.0 0.0 1
user1330 0.0 0.0 1.0 0.0 1
user1331 0.0 0.0 1.0 0.0 1
user1332 0.0 0.0 1.0 0.0 1
user1333 0.0 0.0 1.0 0.0 1
user1334 0.0 0.0 1.0 0.0 1
user1335 0.0 0.0 1.0 0.0 1
user1336 0.0 0.0 1.0 0.0 1
user1337 0.0 0.0 1.0 0.0 1
user1338 0.0 0.0 1.0 0.0 1
user1339 0.0 0.0 1.0 0.0 1
user1340 0.0 0.0 1.0 0.0 1
user1341 0.0 0.0 1.0 0.0 1
user1342 0.0 0.0 1.0 0.0 1
user1343 0.0 0.0 1.0 0.0 1
user1344 0.0 0.0 1.0 0.0 1
user1345 0.0 0.0 1.0 0.0 1
user1346 0.0 0.0 1.0 0.0 1
user1347 0.0 0.0 1.0 0.0 1
user1348 0.0 0.0 1.0 0.0 1
user1349 0.0 0.0 1.0 0.0 1
user1350 0.0 0.0 1.0 0.0 1
user1351 0.0 0.0 1.0 0.0 1
user1352 0.0 0.0 1.0 0.0 1
user1353 0.0 0.0 1.0 0.0 1
user1354 0.0 0.0 1.0 0.0 1
user1355 0.0 0.0 1.0 0.0 1
user1356 0.0 0.0 1.0 0.0 1
user1357 0.0 0.0 1.0 0.0 1
user1358 0.0 0.0 1.0 0.0 1
user1359 0.0 0.0 1.0 0.0 1
user1360 0.0 0.0 1.0 0.0 1
user1362 0.0 0.0 1.0 0.0 1
user1363 0.0 0.0 1.0 0.0 1
user1364 0.0 0.0 1.0 0.0 1
user1365 0.0 0.0 1.0 0.0 1
user1366 0.0 0.0 1.0 0.0 1
user1367 0.0 0.0 1.0 0.0 1
user1368 0.0 0.0 1.0 0.0 1
user1369 0.0 0.0 1.0 0.0 1
user1370 0.0 0.0 1.0 0.0 1
user1371 0.0 0.0 1.0 0.0 1
user1372 0.0 0.0 1.0 0.0 1
user1373 0.0 0.0 1.0 0.0 1
user1374 0.0 0.0 1.0 0.0 1
user1375 0.0 0.0 1.0 0.0 1
user1376 0.0 0.0 1.0 0.0 1
user1377 0.0 0.0 1.0 0.0 1
user1378 0.0 0.0 1.0 0.0 1
user1379 0.0 0.0 1.0 0.0 1
user1380 0.0 0.0 1.0 0.0 1
user1381 0.0 0.0 1.0 0.0 1
user1382 0.0 0.0 1.0 0.0 1
user1383 0.0 0.0 1.0 0.0 1
user1384 0.0 0.0 1.0 0.0 1
user1385 0.0 0.0 1.0 0.0 1
user1386 0.0 0.0 1.0 0.0 1
user1387 0.0 0.0 1.0 0.0 1
user1388 0.0 0.0 1.0 0.0 1
user1389 0.0 0.0 1.0 0.0 1
user1390 0.0 0.0 1.0 0.0 1
user1394 0.0 0.0 1.0 0.0 1
user1396 0.0 0.0 1.0 0.0 1
user1397 0.0 0.0 1.0 0.0 3
user1398 0.0 0.0 1.0 0.0 3
user1399 0.0 0.0 1.0 0.0 1
user1400 0.0 1.0 1.0 0.0 6
user1401 0.0 0.0 1.0 0.0 1
user1403 0.0 0.0 1.0 0.0 1
user1404 0.0 0.0 1.0 0.0 1
user1395 0.0 0.0 1.0 0.0 4
user1405 0.0 0.0 1.0 0.0 3
user1406 0.0 0.0 1.0 0.0 3
user1407 0.0 0.0 1.0 0.0 1
user1408 0.0 0.0 1.0 0.0 1
user1409 0.0 0.0 1.0 0.0 1
user1410 0.0 0.0 1.0 0.0 1
user1411 0.0 0.0 1.0 0.0 1
user1412 0.0 0.0 1.0 0.0 3
user1414 0.0 0.0 1.0 0.0 1
user1415 0.0 0.0 1.0 0.0 1
user1417 0.0 0.0 1.0 0.0 1
user1418 0.0 0.0 1.0 0.0 4
user1419 0.0 0.0 1.0 0.0 2
user1420 0.0 0.0 1.0 0.0 4
user1421 0.0 0.0 1.0 0.0 1
user1422 0.0 0.0 1.0 0.0 2
user1428 0.0 0.0 1.0 0.0 3
user1429 0.0 0.0 1.0 0.0 3
user1430 0.0 0.0 1.0 0.0 2
user1431 0.0 0.0 1.0 0.0 3
user1432 0.0 1.0 1.0 0.0 3
user1433 0.0 0.0 1.0 0.0 1
user1434 0.0 0.0 1.0 0.0 1
user1435 0.0 1.0 1.0 0.0 5
user1436 0.0 0.0 1.0 0.0 3
user1437 0.0 0.0 1.0 0.0 1
user1438 0.0 0.0 1.0 0.0 1
user1439 0.0 0.0 1.0 0.0 3
user1440 0.0 0.0 1.0 0.0 2
user1441 0.0 0.0 1.0 0.0 1
user1423 0.0 0.0 1.0 0.0 3
user1442 0.0 1.0 1.0 0.0 4
user1443 0.0 1.0 1.0 0.0 5
user1444 0.0 0.0 1.0 0.0 3
user1445 0.0 0.0 1.0 0.0 1
user1446 0.0 0.0 1.0 0.0 1
user1447 0.0 0.0 1.0 0.0 1
user1448 0.0 0.0 1.0 0.0 1
user1449 0.0 1.0 1.0 0.0 4
user1450 0.0 0.0 1.0 0.0 1
user1451 0.0 0.0 1.0 0.0 1
user1452 0.0 0.0 1.0 0.0 1
user1453 0.0 0.0 1.0 0.0 3
user1454 0.0 0.0 1.0 0.0 1
user1455 0.0 0.0 1.0 0.0 1
user1456 0.0 0.0 1.0 0.0 2
user1457 0.0 0.0 1.0 0.0 2
user1458 0.0 0.0 1.0 0.0 3
user1459 0.0 0.0 1.0 0.0 1
user1460 0.0 0.0 1.0 0.0 2
user1461 0.0 0.0 1.0 0.0 1
user1426 0.0 0.0 1.0 0.0 2
user1462 0.0 0.0 1.0 0.0 1
user1463 0.0 0.0 1.0 0.0 1
user1464 0.0 0.0 1.0 0.0 1
user1465 0.0 0.0 1.0 0.0 1
user1466 0.0 0.0 1.0 0.0 2
user1467 0.0 0.0 1.0 0.0 2
user1468 0.0 0.0 1.0 0.0 1
user1469 0.0 0.0 1.0 0.0 1
user1472 0.0 0.0 1.0 0.0 1
user1471 0.0 0.0 1.0 0.0 2
user1473 0.0 0.0 1.0 0.0 1
user1474 0.0 0.0 1.0 0.0 1
user1475 0.0 0.0 1.0 0.0 1
user1476 0.0 0.0 1.0 0.0 1
user1477 0.0 0.0 1.0 0.0 1
user1478 0.0 0.0 1.0 0.0 1
user1479 0.0 0.0 1.0 0.0 1
user1480 0.0 0.0 1.0 0.0 1
user1481 0.0 0.0 1.0 0.0 1
user1482 0.0 0.0 1.0 0.0 1
user1483 0.0 0.0 1.0 0.0 1
user1484 0.0 0.0 1.0 0.0 1
user1485 0.0 0.0 1.0 0.0 3
user1486 0.0 0.0 1.0 0.0 1
user1487 0.0 0.0 1.0 0.0 1
user1488 0.0 0.0 1.0 0.0 1
user1489 0.0 1.0 1.0 0.0 5
user1490 0.0 0.0 1.0 0.0 1
user1491 0.0 0.0 1.0 0.0 1
user1492 0.0 0.0 1.0 0.0 2
user1493 0.0 1.0 1.0 0.0 3
user1494 0.0 0.0 1.0 0.0 1
user1495 0.0 0.0 1.0 0.0 2
user1496 0.0 0.0 1.0 0.0 2
user1497 0.0 1.0 1.0 0.0 5
user1498 0.0 1.0 1.0 0.0 2
user1499 0.0 0.0 1.0 0.0 1
user1500 0.0 0.0 1.0 0.0 2
user1501 0.0 0.0 1.0 0.0 1
user1502 0.0 0.0 1.0 0.0 1
user1503 0.0 0.0 1.0 0.0 2
user1504 0.0 0.0 1.0 0.0 2
user1505 0.0 0.0 1.0 0.0 1
user1506 0.0 0.0 1.0 0.0 1
user1507 0.0 0.0 1.0 0.0 2
user1508 0.0 0.0 1.0 0.0 1
user1509 0.0 1.0 1.0 0.0 4
user1510 0.0 0.0 1.0 0.0 1
user1511 0.0 0.0 1.0 0.0 2
user1512 0.0 0.0 1.0 0.0 3
user1513 0.0 0.0 1.0 0.0 1
user1514 0.0 0.0 1.0 0.0 1
user1515 0.0 0.0 1.0 0.0 1
user1516 0.0 1.0 1.0 0.0 4
user1517 0.0 0.0 1.0 0.0 1
user1518 0.0 0.0 1.0 0.0 1
user1519 0.0 0.0 1.0 0.0 1
user1520 0.0 0.0 1.0 0.0 1
user1521 0.0 0.0 1.0 0.0 1
user1522 0.0 0.0 1.0 0.0 1
user1523 0.0 1.0 1.0 0.0 3
user1524 0.0 0.0 1.0 0.0 1
user1525 0.0 0.0 1.0 0.0 1
user1526 0.0 0.0 1.0 0.0 1
user1527 0.0 0.0 1.0 0.0 1
user1528 0.0 0.0 1.0 0.0 2
user1529 0.0 0.0 1.0 0.0 2
user1530 0.0 0.0 1.0 0.0 1
user1531 0.0 0.0 1.0 0.0 2
user1532 0.0 0.0 1.0 0.0 1
user1533 0.0 0.0 1.0 0.0 1
user1534 0.0 0.0 1.0 0.0 1
user1535 0.0 0.0 1.0 0.0 2
user1536 0.0 0.0 1.0 0.0 1
user1537 0.0 0.0 1.0 0.0 1
user1538 0.0 0.0 1.0 0.0 1
user1539 0.0 0.0 1.0 0.0 1
user1540 0.0 0.0 1.0 0.0 1
user1541 0.0 1.0 1.0 0.0 4
user1542 0.0 0.0 1.0 0.0 1
user1543 0.0 0.0 1.0 0.0 1
user1544 0.0 0.0 1.0 0.0 1
user1545 0.0 0.0 1.0 0.0 1
user1546 0.0 0.0 1.0 0.0 1
user1547 0.0 0.0 1.0 0.0 3
user1548 0.0 0.0 1.0 0.0 1
user1549 0.0 0.0 1.0 0.0 3
user1550 0.0 0.0 1.0 0.0 1
user1551 0.0 0.0 1.0 0.0 1
user1552 0.0 0.0 1.0 0.0 1
user1554 0.0 0.0 1.0 0.0 2
user1555 0.0 0.0 1.0 0.0 1
user1556 0.0 0.0 1.0 0.0 1
user1557 0.0 0.0 1.0 0.0 1
user1558 0.0 0.0 1.0 0.0 1
user1559 0.0 0.0 1.0 0.0 1
user1560 0.0 0.0 1.0 0.0 1
user1561 0.0 0.0 1.0 0.0 1
user1562 0.0 0.0 1.0 0.0 1
user1563 0.0 0.0 1.0 0.0 1
user1564 0.0 0.0 1.0 0.0 1
user1565 0.0 0.0 1.0 0.0 1
user1566 0.0 0.0 1.0 0.0 1
user1567 0.0 0.0 1.0 0.0 1
user1568 0.0 0.0 1.0 0.0 1
user1569 0.0 0.0 1.0 0.0 3
user1570 0.0 0.0 1.0 0.0 2
user1571 0.0 0.0 1.0 0.0 1
user1573 0.0 0.0 1.0 0.0 2
user1574 0.0 0.0 1.0 0.0 2
user1575 0.0 0.0 1.0 0.0 1
user1576 0.0 0.0 1.0 0.0 1
user1577 0.0 0.0 1.0 0.0 2
user1578 0.0 0.0 1.0 0.0 2
user1579 0.0 0.0 1.0 0.0 1
user1580 0.0 0.0 1.0 0.0 1
user1581 0.0 1.0 1.0 0.0 3
user1582 0.0 0.0 1.0 0.0 1
user1583 0.0 0.0 1.0 0.0 1
user1584 0.0 1.0 1.0 0.0 3
user1585 0.0 0.0 1.0 0.0 1
user1586 0.0 0.0 1.0 0.0 2
user1587 0.0 0.0 1.0 0.0 1
user1588 0.0 0.0 1.0 0.0 2
user1589 0.0 0.0 1.0 0.0 1
user1590 0.0 0.0 1.0 0.0 2
user1591 0.0 0.0 1.0 0.0 2
user1592 0.0 0.0 1.0 0.0 1
user1593 0.0 0.0 1.0 0.0 1
user1594 0.0 0.0 1.0 0.0 1
user1595 0.0 0.0 1.0 0.0 2
user1596 0.0 0.0 1.0 0.0 1
user1597 0.0 0.0 1.0 0.0 1
user1598 0.0 0.0 1.0 0.0 1
user1599 0.0 0.0 1.0 0.0 1
user1600 0.0 0.0 1.0 0.0 1
user1601 0.0 0.0 1.0 0.0 2
user1602 0.0 0.0 1.0 0.0 1
user1603 0.0 0.0 1.0 0.0 1
user1604 0.0 0.0 1.0 0.0 1
user1606 0.0 0.0 1.0 0.0 2
user1607 0.0 0.0 1.0 0.0 1
user1608 0.0 0.0 1.0 0.0 1
user1609 0.0 0.0 1.0 0.0 1
user1610 0.0 0.0 1.0 0.0 2
user177 0.0 1.0 1.0 0.0 4
user1611 0.0 0.0 1.0 0.0 1
user1612 0.0 0.0 1.0 0.0 1
user1613 0.0 0.0 1.0 0.0 2
user1605 0.0 0.0 1.0 0.0 2
user1614 0.0 0.0 1.0 0.0 2
user1615 0.0 0.0 1.0 0.0 2
user1616 0.0 0.0 1.0 0.0 1
user1617 0.0 0.0 1.0 0.0 2
user1618 0.0 0.0 1.0 0.0 2
user1619 0.0 0.0 1.0 0.0 2
user1620 0.0 0.0 1.0 0.0 1
user1621 0.0 0.0 1.0 0.0 2
user1622 0.0 0.0 1.0 0.0 2
user1623 0.0 0.0 1.0 0.0 2
user1624 0.0 0.0 1.0 0.0 1
user1625 0.0 0.0 1.0 0.0 2
user1626 0.0 0.0 1.0 0.0 2
user1627 0.0 0.0 1.0 0.0 2
user1628 0.0 0.0 1.0 0.0 1
user1629 0.0 0.0 1.0 0.0 1
user1630 0.0 0.0 1.0 0.0 1
user1631 0.0 1.0 1.0 0.0 4
user1632 0.0 1.0 1.0 0.0 4
user1633 0.0 1.0 1.0 0.0 4
user1634 0.0 0.0 1.0 0.0 1
user1635 0.0 1.0 1.0 0.0 4
user1636 0.0 0.0 1.0 0.0 2
user1637 0.0 1.0 1.0 0.0 4
user1638 0.0 1.0 1.0 0.0 3
user1639 0.0 0.0 1.0 0.0 1
user1640 0.0 0.0 1.0 0.0 1
user1642 0.0 1.0 1.0 0.0 3
user1641 0.0 1.0 1.0 0.0 3
user1643 0.0 1.0 0.0 0.0 2
user1644 0.0 1.0 0.0 0.0 1
user1645 0.0 1.0 1.0 0.0 3
user1659 0.0 1.0 1.0 0.0 3
user1662 0.0 1.0 1.0 0.0 2
user1783 0.0 1.0 0.0 0.0 2
user1785 0.0 1.0 0.0 0.0 2
user1784 0.0 1.0 0.0 0.0 1
user1646 0.0 0.0 1.0 0.0 1
user1647 0.0 0.0 1.0 0.0 1
user1648 0.0 0.0 1.0 0.0 1
user1649 0.0 0.0 1.0 0.0 1
user1650 0.0 0.0 1.0 0.0 1
user1651 0.0 0.0 1.0 0.0 1
user1652 0.0 0.0 1.0 0.0 1
user1653 0.0 0.0 1.0 0.0 1
user1654 0.0 0.0 1.0 0.0 1
user1655 0.0 0.0 1.0 0.0 1
user1656 0.0 0.0 1.0 0.0 1
user1657 0.0 0.0 1.0 0.0 1
user1658 0.0 0.0 1.0 0.0 1
user1660 0.0 0.0 1.0 0.0 1
user1661 0.0 0.0 1.0 0.0 1
user1663 0.0 0.0 1.0 0.0 1
user1664 0.0 0.0 1.0 0.0 1
user1665 0.0 0.0 1.0 0.0 1
user1666 0.0 0.0 1.0 0.0 1
user1667 0.0 0.0 1.0 0.0 1
user1668 0.0 0.0 1.0 0.0 1
user1669 0.0 0.0 1.0 0.0 1
user1670 0.0 0.0 1.0 0.0 1
user1671 0.0 0.0 1.0 0.0 1
user1672 0.0 0.0 1.0 0.0 1
user1673 0.0 0.0 1.0 0.0 1
user1674 0.0 0.0 1.0 0.0 1
user1675 0.0 0.0 1.0 0.0 1
user1676 0.0 0.0 1.0 0.0 1
user1677 0.0 0.0 1.0 0.0 1
user1678 0.0 0.0 1.0 0.0 1
user1679 0.0 0.0 1.0 0.0 1
user1680 0.0 0.0 1.0 0.0 1
user1681 0.0 0.0 1.0 0.0 1
user1682 0.0 0.0 1.0 0.0 1
user1683 0.0 0.0 1.0 0.0 1
user1684 0.0 0.0 1.0 0.0 1
user1685 0.0 0.0 1.0 0.0 1
user1686 0.0 0.0 1.0 0.0 1
user1687 0.0 0.0 1.0 0.0 1
user1688 0.0 0.0 1.0 0.0 1
user1689 0.0 0.0 1.0 0.0 1
user1690 0.0 0.0 1.0 0.0 1
user1691 0.0 0.0 1.0 0.0 1
user1692 0.0 0.0 1.0 0.0 1
user1693 0.0 0.0 1.0 0.0 1
user1694 0.0 0.0 1.0 0.0 1
user1695 0.0 0.0 1.0 0.0 1
user1696 0.0 0.0 1.0 0.0 1
user1697 0.0 0.0 1.0 0.0 1
user1698 0.0 0.0 1.0 0.0 1
user1699 0.0 0.0 1.0 0.0 1
user1700 0.0 0.0 1.0 0.0 1
user1701 0.0 0.0 1.0 0.0 1
user1702 0.0 0.0 1.0 0.0 1
user1572 0.0 0.0 1.0 0.0 1
user1703 0.0 0.0 1.0 0.0 1
user1704 0.0 0.0 1.0 0.0 1
user1705 0.0 0.0 1.0 0.0 1
user1706 0.0 0.0 1.0 0.0 1
user1707 0.0 0.0 1.0 0.0 1
user1708 0.0 0.0 1.0 0.0 1
user1709 0.0 0.0 1.0 0.0 1
user1710 0.0 0.0 1.0 0.0 1
user1711 0.0 0.0 1.0 0.0 1
user1712 0.0 0.0 1.0 0.0 1
user1713 0.0 0.0 1.0 0.0 1
user1714 0.0 0.0 1.0 0.0 1
user1715 0.0 0.0 1.0 0.0 1
user1716 0.0 0.0 1.0 0.0 1
user1717 0.0 0.0 1.0 0.0 1
user1718 0.0 0.0 1.0 0.0 1
user1719 0.0 0.0 1.0 0.0 1
user1720 0.0 0.0 1.0 0.0 1
user1721 0.0 0.0 1.0 0.0 1
user1722 0.0 0.0 1.0 0.0 1
user1723 0.0 0.0 1.0 0.0 1
user1724 0.0 0.0 1.0 0.0 1
user1725 0.0 0.0 1.0 0.0 1
user1726 0.0 0.0 1.0 0.0 1
user1727 0.0 0.0 1.0 0.0 1
user1728 0.0 0.0 1.0 0.0 1
user1729 0.0 0.0 1.0 0.0 1
user1730 0.0 0.0 1.0 0.0 1
user1731 0.0 0.0 1.0 0.0 1
user1732 0.0 0.0 1.0 0.0 1
user1733 0.0 0.0 1.0 0.0 1
user1734 0.0 0.0 1.0 0.0 1
user1735 0.0 0.0 1.0 0.0 1
user1736 0.0 0.0 1.0 0.0 1
user1737 0.0 0.0 1.0 0.0 1
user1738 0.0 0.0 1.0 0.0 1
user1739 0.0 0.0 1.0 0.0 1
user1740 0.0 0.0 1.0 0.0 1
user1741 0.0 0.0 1.0 0.0 1
user1742 0.0 0.0 1.0 0.0 1
user1743 0.0 0.0 1.0 0.0 1
user1744 0.0 0.0 1.0 0.0 1
user1745 0.0 0.0 1.0 0.0 1
user1746 0.0 0.0 1.0 0.0 1
user1747 0.0 0.0 1.0 0.0 1
user1748 0.0 0.0 1.0 0.0 1
user1749 0.0 0.0 1.0 0.0 1
user1750 0.0 0.0 1.0 0.0 1
user1751 0.0 0.0 1.0 0.0 1
user1752 0.0 0.0 1.0 0.0 1
user1753 0.0 0.0 1.0 0.0 1
user1754 0.0 0.0 1.0 0.0 1
user1755 0.0 0.0 1.0 0.0 1
user1756 0.0 0.0 1.0 0.0 1
user1757 0.0 0.0 1.0 0.0 1
user1758 0.0 0.0 1.0 0.0 1
user1759 0.0 0.0 1.0 0.0 1
user1470 0.0 0.0 1.0 0.0 1
user1760 0.0 0.0 1.0 0.0 1
user1761 0.0 0.0 1.0 0.0 1
user1762 0.0 0.0 1.0 0.0 1
user1763 0.0 0.0 1.0 0.0 1
user1764 0.0 0.0 1.0 0.0 1
user1765 0.0 0.0 1.0 0.0 1
user1766 0.0 0.0 1.0 0.0 1
user1767 0.0 0.0 1.0 0.0 1
user1768 0.0 0.0 1.0 0.0 1
user1769 0.0 0.0 1.0 0.0 1
user1770 0.0 0.0 1.0 0.0 1
user1771 0.0 0.0 1.0 0.0 1
user1772 0.0 0.0 1.0 0.0 1
user1773 0.0 0.0 1.0 0.0 1
user1774 0.0 0.0 1.0 0.0 1
user1775 0.0 0.0 1.0 0.0 1
user1776 0.0 0.0 1.0 0.0 1
user1777 0.0 0.0 1.0 0.0 1
user1778 0.0 0.0 1.0 0.0 1
user1779 0.0 0.0 1.0 0.0 1
user1780 0.0 0.0 1.0 0.0 1
user1781 0.0 0.0 1.0 0.0 1
